#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-06-09T22:25:19', checksum=2936889068, risk_investigation_time=1.0, kind='agg_curves-quantile-0.5'"
return_period,loss_value,loss_type,fsauid,GenOcc,GenType,loss_ratio,annual_frequency_of_exceedence
25,1.02948E+03,contents,V6B,Residential-HD,URMasonry,1.77841E-03,4.00000E-02
50,5.38314E+03,contents,V6B,Residential-HD,URMasonry,9.29929E-03,2.00000E-02
100,1.17038E+04,contents,V6B,Residential-HD,URMasonry,2.02182E-02,1.00000E-02
250,2.51658E+04,contents,V6B,Residential-HD,URMasonry,4.34735E-02,4.00000E-03
500,3.87815E+04,contents,V6B,Residential-HD,URMasonry,6.69944E-02,2.00000E-03
1000,5.46380E+04,contents,V6B,Residential-HD,URMasonry,9.43863E-02,1.00000E-03
2500,7.78342E+04,contents,V6B,Residential-HD,URMasonry,1.34457E-01,4.00000E-04
25,4.71385E+03,nonstructural,V6B,Residential-HD,URMasonry,7.15005E-04,4.00000E-02
50,3.26183E+04,nonstructural,V6B,Residential-HD,URMasonry,4.94759E-03,2.00000E-02
100,1.02669E+05,nonstructural,V6B,Residential-HD,URMasonry,1.55730E-02,1.00000E-02
250,3.42715E+05,nonstructural,V6B,Residential-HD,URMasonry,5.19836E-02,4.00000E-03
500,6.99706E+05,nonstructural,V6B,Residential-HD,URMasonry,1.06132E-01,2.00000E-03
1000,1.24129E+06,nonstructural,V6B,Residential-HD,URMasonry,1.88281E-01,1.00000E-03
2500,2.18566E+06,nonstructural,V6B,Residential-HD,URMasonry,3.31525E-01,4.00000E-04
250,9.52000E-06,occupants,V6B,Residential-HD,URMasonry,1.00000E-06,4.00000E-03
500,1.95383E-04,occupants,V6B,Residential-HD,URMasonry,2.05234E-05,2.00000E-03
1000,1.54819E-03,occupants,V6B,Residential-HD,URMasonry,1.62625E-04,1.00000E-03
2500,9.90386E-03,occupants,V6B,Residential-HD,URMasonry,1.04032E-03,4.00000E-04
25,5.39558E+00,structural,V6B,Residential-HD,URMasonry,3.72831E-06,4.00000E-02
50,1.00207E+03,structural,V6B,Residential-HD,URMasonry,6.92426E-04,2.00000E-02
100,8.23292E+03,structural,V6B,Residential-HD,URMasonry,5.68890E-03,1.00000E-02
250,5.10067E+04,structural,V6B,Residential-HD,URMasonry,3.52453E-02,4.00000E-03
500,1.30906E+05,structural,V6B,Residential-HD,URMasonry,9.04555E-02,2.00000E-03
1000,2.62297E+05,structural,V6B,Residential-HD,URMasonry,1.81245E-01,1.00000E-03
2500,4.99919E+05,structural,V6B,Residential-HD,URMasonry,3.45441E-01,4.00000E-04
25,2.51020E+00,contents,V6B,Residential-HD,Concrete,3.01128E-06,4.00000E-02
50,4.55278E+01,contents,V6B,Residential-HD,Concrete,5.46160E-05,2.00000E-02
100,4.74443E+02,contents,V6B,Residential-HD,Concrete,5.69151E-04,1.00000E-02
250,4.40575E+03,contents,V6B,Residential-HD,Concrete,5.28522E-03,4.00000E-03
500,1.35626E+04,contents,V6B,Residential-HD,Concrete,1.62700E-02,2.00000E-03
1000,3.12417E+04,contents,V6B,Residential-HD,Concrete,3.74782E-02,1.00000E-03
2500,6.73160E+04,contents,V6B,Residential-HD,Concrete,8.07536E-02,4.00000E-04
25,2.33865E+02,nonstructural,V6B,Residential-HD,Concrete,2.46336E-05,4.00000E-02
50,4.65685E+03,nonstructural,V6B,Residential-HD,Concrete,4.90518E-04,2.00000E-02
100,2.02650E+04,nonstructural,V6B,Residential-HD,Concrete,2.13456E-03,1.00000E-02
250,8.64765E+04,nonstructural,V6B,Residential-HD,Concrete,9.10878E-03,4.00000E-03
500,1.97694E+05,nonstructural,V6B,Residential-HD,Concrete,2.08236E-02,2.00000E-03
1000,3.87618E+05,nonstructural,V6B,Residential-HD,Concrete,4.08287E-02,1.00000E-03
2500,7.74234E+05,nonstructural,V6B,Residential-HD,Concrete,8.15519E-02,4.00000E-04
100,3.70803E-05,occupants,V6B,Residential-HD,Concrete,2.54323E-06,1.00000E-02
250,9.27774E-04,occupants,V6B,Residential-HD,Concrete,6.36334E-05,4.00000E-03
500,3.89084E-03,occupants,V6B,Residential-HD,Concrete,2.66861E-04,2.00000E-03
1000,1.01929E-02,occupants,V6B,Residential-HD,Concrete,6.99101E-04,1.00000E-03
2500,2.29611E-02,occupants,V6B,Residential-HD,Concrete,1.57484E-03,4.00000E-04
25,6.44381E+00,structural,V6B,Residential-HD,Concrete,3.09205E-06,4.00000E-02
50,6.09976E+02,structural,V6B,Residential-HD,Concrete,2.92695E-04,2.00000E-02
100,5.56776E+03,structural,V6B,Residential-HD,Concrete,2.67167E-03,1.00000E-02
250,3.77647E+04,structural,V6B,Residential-HD,Concrete,1.81213E-02,4.00000E-03
500,9.40989E+04,structural,V6B,Residential-HD,Concrete,4.51531E-02,2.00000E-03
1000,1.89563E+05,structural,V6B,Residential-HD,Concrete,9.09613E-02,1.00000E-03
2500,3.89911E+05,structural,V6B,Residential-HD,Concrete,1.87098E-01,4.00000E-04
25,1.08936E+05,contents,V6B,Commercial,URMasonry,3.28944E-03,4.00000E-02
50,3.47884E+05,contents,V6B,Commercial,URMasonry,1.05047E-02,2.00000E-02
100,7.10405E+05,contents,V6B,Commercial,URMasonry,2.14514E-02,1.00000E-02
250,1.41443E+06,contents,V6B,Commercial,URMasonry,4.27100E-02,4.00000E-03
500,2.07083E+06,contents,V6B,Commercial,URMasonry,6.25307E-02,2.00000E-03
1000,2.80769E+06,contents,V6B,Commercial,URMasonry,8.47809E-02,1.00000E-03
2500,3.87784E+06,contents,V6B,Commercial,URMasonry,1.17095E-01,4.00000E-04
25,9.95905E+04,nonstructural,V6B,Commercial,URMasonry,1.65883E-03,4.00000E-02
50,4.10387E+05,nonstructural,V6B,Commercial,URMasonry,6.83562E-03,2.00000E-02
100,1.21475E+06,nonstructural,V6B,Commercial,URMasonry,2.02336E-02,1.00000E-02
250,3.60981E+06,nonstructural,V6B,Commercial,URMasonry,6.01268E-02,4.00000E-03
500,6.72011E+06,nonstructural,V6B,Commercial,URMasonry,1.11934E-01,2.00000E-03
1000,1.10458E+07,nonstructural,V6B,Commercial,URMasonry,1.83985E-01,1.00000E-03
2500,1.82162E+07,nonstructural,V6B,Commercial,URMasonry,3.03417E-01,4.00000E-04
100,1.12649E-03,occupants,V6B,Commercial,URMasonry,9.88278E-07,1.00000E-02
250,3.66853E-02,occupants,V6B,Commercial,URMasonry,3.21844E-05,4.00000E-03
500,1.83941E-01,occupants,V6B,Commercial,URMasonry,1.61373E-04,2.00000E-03
1000,5.34345E-01,occupants,V6B,Commercial,URMasonry,4.68785E-04,1.00000E-03
2500,1.36801E+00,occupants,V6B,Commercial,URMasonry,1.20017E-03,4.00000E-04
25,6.43633E+03,structural,V6B,Commercial,URMasonry,1.74916E-04,4.00000E-02
50,7.32757E+04,structural,V6B,Commercial,URMasonry,1.99137E-03,2.00000E-02
100,3.99041E+05,structural,V6B,Commercial,URMasonry,1.08445E-02,1.00000E-02
250,1.75197E+06,structural,V6B,Commercial,URMasonry,4.76123E-02,4.00000E-03
500,3.76790E+06,structural,V6B,Commercial,URMasonry,1.02398E-01,2.00000E-03
1000,6.70334E+06,structural,V6B,Commercial,URMasonry,1.82173E-01,1.00000E-03
2500,1.17369E+07,structural,V6B,Commercial,URMasonry,3.18967E-01,4.00000E-04
25,9.23002E+01,contents,V6B,Commercial,Concrete,1.86313E-05,4.00000E-02
50,1.53650E+03,contents,V6B,Commercial,Concrete,3.10150E-04,2.00000E-02
100,1.36576E+04,contents,V6B,Commercial,Concrete,2.75685E-03,1.00000E-02
250,8.65903E+04,contents,V6B,Commercial,Concrete,1.74787E-02,4.00000E-03
500,2.21954E+05,contents,V6B,Commercial,Concrete,4.48026E-02,2.00000E-03
1000,4.38265E+05,contents,V6B,Commercial,Concrete,8.84659E-02,1.00000E-03
2500,8.28542E+05,contents,V6B,Commercial,Concrete,1.67245E-01,4.00000E-04
