#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-03T09:22:17', checksum=3168367169, risk_investigation_time=1.0, kind='agg_curves-quantile-0.5'"
return_period,loss_value,loss_type,fsauid,GenOcc,GenType,loss_ratio,annual_frequency_of_exceedence
25,7.66933E+02,contents,V6B,Residential-HD,URMasonry,1.32487E-03,4.00000E-02
50,5.05718E+03,contents,V6B,Residential-HD,URMasonry,8.73620E-03,2.00000E-02
100,1.06968E+04,contents,V6B,Residential-HD,URMasonry,1.84785E-02,1.00000E-02
250,2.19291E+04,contents,V6B,Residential-HD,URMasonry,3.78822E-02,4.00000E-03
500,3.33939E+04,contents,V6B,Residential-HD,URMasonry,5.76875E-02,2.00000E-03
1000,4.79105E+04,contents,V6B,Residential-HD,URMasonry,8.27646E-02,1.00000E-03
2500,6.97979E+04,contents,V6B,Residential-HD,URMasonry,1.20575E-01,4.00000E-04
25,3.48847E+03,nonstructural,V6B,Residential-HD,URMasonry,5.29136E-04,4.00000E-02
50,2.99306E+04,nonstructural,V6B,Residential-HD,URMasonry,4.53992E-03,2.00000E-02
100,8.94459E+04,nonstructural,V6B,Residential-HD,URMasonry,1.35673E-02,1.00000E-02
250,2.74691E+05,nonstructural,V6B,Residential-HD,URMasonry,4.16655E-02,4.00000E-03
500,5.45241E+05,nonstructural,V6B,Residential-HD,URMasonry,8.27030E-02,2.00000E-03
1000,9.97253E+05,nonstructural,V6B,Residential-HD,URMasonry,1.51265E-01,1.00000E-03
2500,1.84628E+06,nonstructural,V6B,Residential-HD,URMasonry,2.80047E-01,4.00000E-04
250,5.97940E-06,occupants,V6B,Residential-HD,URMasonry,6.28088E-07,4.00000E-03
500,1.24803E-04,occupants,V6B,Residential-HD,URMasonry,1.31096E-05,2.00000E-03
1000,1.21621E-03,occupants,V6B,Residential-HD,URMasonry,1.27753E-04,1.00000E-03
2500,8.53234E-03,occupants,V6B,Residential-HD,URMasonry,8.96255E-04,4.00000E-04
25,2.15343E+00,structural,V6B,Residential-HD,URMasonry,1.48801E-06,4.00000E-02
50,8.36653E+02,structural,V6B,Residential-HD,URMasonry,5.78122E-04,2.00000E-02
100,6.54361E+03,structural,V6B,Residential-HD,URMasonry,4.52160E-03,1.00000E-02
250,3.73485E+04,structural,V6B,Residential-HD,URMasonry,2.58076E-02,4.00000E-03
500,9.51865E+04,structural,V6B,Residential-HD,URMasonry,6.57733E-02,2.00000E-03
1000,2.02285E+05,structural,V6B,Residential-HD,URMasonry,1.39778E-01,1.00000E-03
2500,4.13927E+05,structural,V6B,Residential-HD,URMasonry,2.86021E-01,4.00000E-04
25,1.48399E+00,contents,V6B,Residential-HD,Concrete,1.78023E-06,4.00000E-02
50,3.25583E+01,contents,V6B,Residential-HD,Concrete,3.90576E-05,2.00000E-02
100,3.74297E+02,contents,V6B,Residential-HD,Concrete,4.49014E-04,1.00000E-02
250,3.71794E+03,contents,V6B,Residential-HD,Concrete,4.46011E-03,4.00000E-03
500,1.23261E+04,contents,V6B,Residential-HD,Concrete,1.47866E-02,2.00000E-03
1000,2.81497E+04,contents,V6B,Residential-HD,Concrete,3.37689E-02,1.00000E-03
2500,6.24219E+04,contents,V6B,Residential-HD,Concrete,7.48825E-02,4.00000E-04
25,1.21100E+02,nonstructural,V6B,Residential-HD,Concrete,1.27558E-05,4.00000E-02
50,4.33743E+03,nonstructural,V6B,Residential-HD,Concrete,4.56872E-04,2.00000E-02
