#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-23T19:50:47', checksum=2941869603, risk_investigation_time=1.0, kind='agg_curves-quantile-0.5'"
return_period,loss_value,loss_type,fsauid,GenOcc,GenType,loss_ratio,annual_frequency_of_exceedence
50,1.52232E+03,contents,V6B,Residential-HD,URMasonry,2.62979E-03,2.00000E-02
100,5.58622E+03,contents,V6B,Residential-HD,URMasonry,9.65011E-03,1.00000E-02
250,1.48378E+04,contents,V6B,Residential-HD,URMasonry,2.56320E-02,4.00000E-03
500,2.68023E+04,contents,V6B,Residential-HD,URMasonry,4.63006E-02,2.00000E-03
1000,4.19725E+04,contents,V6B,Residential-HD,URMasonry,7.25068E-02,1.00000E-03
2500,6.22387E+04,contents,V6B,Residential-HD,URMasonry,1.07516E-01,4.00000E-04
50,7.08946E+03,nonstructural,V6B,Residential-HD,URMasonry,1.07534E-03,2.00000E-02
100,3.43518E+04,nonstructural,V6B,Residential-HD,URMasonry,5.21053E-03,1.00000E-02
250,1.48152E+05,nonstructural,V6B,Residential-HD,URMasonry,2.24719E-02,4.00000E-03
500,3.79561E+05,nonstructural,V6B,Residential-HD,URMasonry,5.75724E-02,2.00000E-03
1000,7.98740E+05,nonstructural,V6B,Residential-HD,URMasonry,1.21154E-01,1.00000E-03
2500,1.53693E+06,nonstructural,V6B,Residential-HD,URMasonry,2.33124E-01,4.00000E-04
500,3.40065E-05,occupants,V6B,Residential-HD,URMasonry,3.57211E-06,2.00000E-03
1000,4.74341E-04,occupants,V6B,Residential-HD,URMasonry,4.98258E-05,1.00000E-03
2500,4.67581E-03,occupants,V6B,Residential-HD,URMasonry,4.91157E-04,4.00000E-04
50,1.92455E+01,structural,V6B,Residential-HD,URMasonry,1.32985E-05,2.00000E-02
100,1.11612E+03,structural,V6B,Residential-HD,URMasonry,7.71235E-04,1.00000E-02
250,1.48101E+04,structural,V6B,Residential-HD,URMasonry,1.02337E-02,4.00000E-03
500,5.87065E+04,structural,V6B,Residential-HD,URMasonry,4.05658E-02,2.00000E-03
1000,1.54362E+05,structural,V6B,Residential-HD,URMasonry,1.06663E-01,1.00000E-03
2500,3.36028E+05,structural,V6B,Residential-HD,URMasonry,2.32193E-01,4.00000E-04
50,5.62322E+00,contents,V6B,Residential-HD,Concrete,6.74572E-06,2.00000E-02
100,7.36273E+01,contents,V6B,Residential-HD,Concrete,8.83247E-05,1.00000E-02
250,1.39685E+03,contents,V6B,Residential-HD,Concrete,1.67569E-03,4.00000E-03
500,5.00208E+03,contents,V6B,Residential-HD,Concrete,6.00059E-03,2.00000E-03
1000,1.49128E+04,contents,V6B,Residential-HD,Concrete,1.78896E-02,1.00000E-03
2500,4.41764E+04,contents,V6B,Residential-HD,Concrete,5.29948E-02,4.00000E-04
50,9.56034E+02,nonstructural,V6B,Residential-HD,Concrete,1.00701E-04,2.00000E-02
100,7.61533E+03,nonstructural,V6B,Residential-HD,Concrete,8.02141E-04,1.00000E-02
250,4.39548E+04,nonstructural,V6B,Residential-HD,Concrete,4.62987E-03,4.00000E-03
500,1.10844E+05,nonstructural,V6B,Residential-HD,Concrete,1.16754E-02,2.00000E-03
1000,2.50027E+05,nonstructural,V6B,Residential-HD,Concrete,2.63359E-02,1.00000E-03
2500,5.39034E+05,nonstructural,V6B,Residential-HD,Concrete,5.67778E-02,4.00000E-04
250,2.11004E-04,occupants,V6B,Residential-HD,Concrete,1.44722E-05,4.00000E-03
500,1.27604E-03,occupants,V6B,Residential-HD,Concrete,8.75200E-05,2.00000E-03
1000,4.91096E-03,occupants,V6B,Residential-HD,Concrete,3.36829E-04,1.00000E-03
2500,1.60280E-02,occupants,V6B,Residential-HD,Concrete,1.09931E-03,4.00000E-04
50,5.33180E+01,structural,V6B,Residential-HD,Concrete,2.55845E-05,2.00000E-02
100,1.43795E+03,structural,V6B,Residential-HD,Concrete,6.89996E-04,1.00000E-02
250,1.67150E+04,structural,V6B,Residential-HD,Concrete,8.02065E-03,4.00000E-03
500,6.47165E+04,structural,V6B,Residential-HD,Concrete,3.10541E-02,2.00000E-03
