#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-02T21:45:15', checksum=1432318484, risk_investigation_time=1.0, kind='agg_curves-quantile-0.5'"
return_period,loss_value,loss_type,fsauid,GenOcc,GenType,loss_ratio,annual_frequency_of_exceedence
50,1.31318E+03,contents,V6B,Residential-HD,URMasonry,2.26850E-03,2.00000E-02
100,4.93935E+03,contents,V6B,Residential-HD,URMasonry,8.53265E-03,1.00000E-02
250,1.31625E+04,contents,V6B,Residential-HD,URMasonry,2.27380E-02,4.00000E-03
500,2.23495E+04,contents,V6B,Residential-HD,URMasonry,3.86085E-02,2.00000E-03
1000,3.32616E+04,contents,V6B,Residential-HD,URMasonry,5.74589E-02,1.00000E-03
2500,5.05942E+04,contents,V6B,Residential-HD,URMasonry,8.74007E-02,4.00000E-04
50,6.06463E+03,nonstructural,V6B,Residential-HD,URMasonry,9.19893E-04,2.00000E-02
100,2.89848E+04,nonstructural,V6B,Residential-HD,URMasonry,4.39646E-03,1.00000E-02
250,1.23077E+05,nonstructural,V6B,Residential-HD,URMasonry,1.86686E-02,4.00000E-03
500,2.83125E+05,nonstructural,V6B,Residential-HD,URMasonry,4.29449E-02,2.00000E-03
1000,5.41700E+05,nonstructural,V6B,Residential-HD,URMasonry,8.21659E-02,1.00000E-03
2500,1.09232E+06,nonstructural,V6B,Residential-HD,URMasonry,1.65685E-01,4.00000E-04
500,1.68856E-05,occupants,V6B,Residential-HD,URMasonry,1.77369E-06,2.00000E-03
1000,2.28098E-04,occupants,V6B,Residential-HD,URMasonry,2.39599E-05,1.00000E-03
2500,2.61376E-03,occupants,V6B,Residential-HD,URMasonry,2.74554E-04,4.00000E-04
50,1.15123E+01,structural,V6B,Residential-HD,URMasonry,7.95491E-06,2.00000E-02
100,7.81670E+02,structural,V6B,Residential-HD,URMasonry,5.40129E-04,1.00000E-02
250,1.10565E+04,structural,V6B,Residential-HD,URMasonry,7.63999E-03,4.00000E-03
500,3.89922E+04,structural,V6B,Residential-HD,URMasonry,2.69434E-02,2.00000E-03
1000,9.43869E+04,structural,V6B,Residential-HD,URMasonry,6.52207E-02,1.00000E-03
2500,2.25545E+05,structural,V6B,Residential-HD,URMasonry,1.55850E-01,4.00000E-04
50,6.33919E+00,contents,V6B,Residential-HD,Concrete,7.60461E-06,2.00000E-02
100,6.81981E+01,contents,V6B,Residential-HD,Concrete,8.18118E-05,1.00000E-02
250,9.91568E+02,contents,V6B,Residential-HD,Concrete,1.18950E-03,4.00000E-03
500,4.97345E+03,contents,V6B,Residential-HD,Concrete,5.96625E-03,2.00000E-03
1000,1.35505E+04,contents,V6B,Residential-HD,Concrete,1.62555E-02,1.00000E-03
2500,4.09207E+04,contents,V6B,Residential-HD,Concrete,4.90892E-02,4.00000E-04
50,1.03007E+03,nonstructural,V6B,Residential-HD,Concrete,1.08500E-04,2.00000E-02
100,7.64307E+03,nonstructural,V6B,Residential-HD,Concrete,8.05063E-04,1.00000E-02
250,4.18061E+04,nonstructural,V6B,Residential-HD,Concrete,4.40353E-03,4.00000E-03
500,1.02979E+05,nonstructural,V6B,Residential-HD,Concrete,1.08470E-02,2.00000E-03
1000,2.20325E+05,nonstructural,V6B,Residential-HD,Concrete,2.32074E-02,1.00000E-03
2500,4.96712E+05,nonstructural,V6B,Residential-HD,Concrete,5.23198E-02,4.00000E-04
250,1.66696E-04,occupants,V6B,Residential-HD,Concrete,1.14332E-05,4.00000E-03
500,1.19185E-03,occupants,V6B,Residential-HD,Concrete,8.17459E-05,2.00000E-03
1000,4.50810E-03,occupants,V6B,Residential-HD,Concrete,3.09197E-04,1.00000E-03
2500,1.29483E-02,occupants,V6B,Residential-HD,Concrete,8.88085E-04,4.00000E-04
50,6.99883E+01,structural,V6B,Residential-HD,Concrete,3.35837E-05,2.00000E-02
100,1.48541E+03,structural,V6B,Residential-HD,Concrete,7.12769E-04,1.00000E-02
250,1.57695E+04,structural,V6B,Residential-HD,Concrete,7.56697E-03,4.00000E-03
500,4.90686E+04,structural,V6B,Residential-HD,Concrete,2.35455E-02,2.00000E-03
