#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-02T23:58:04', checksum=1432318484, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,fsauid,GenOcc,GenType,loss_ratio,annual_frequency_of_exceedence
25,1.18670E+02,contents,V6B,Residential-HD,URMasonry,2.05000E-04,4.00000E-02
50,2.23289E+03,contents,V6B,Residential-HD,URMasonry,3.85729E-03,2.00000E-02
100,6.43894E+03,contents,V6B,Residential-HD,URMasonry,1.11232E-02,1.00000E-02
250,1.59953E+04,contents,V6B,Residential-HD,URMasonry,2.76317E-02,4.00000E-03
500,2.66400E+04,contents,V6B,Residential-HD,URMasonry,4.60202E-02,2.00000E-03
1000,3.99103E+04,contents,V6B,Residential-HD,URMasonry,6.89445E-02,1.00000E-03
2500,6.06346E+04,contents,V6B,Residential-HD,URMasonry,1.04745E-01,4.00000E-04
25,5.48021E+02,nonstructural,V6B,Residential-HD,URMasonry,8.31246E-05,4.00000E-02
50,1.23981E+04,nonstructural,V6B,Residential-HD,URMasonry,1.88056E-03,2.00000E-02
100,4.79825E+04,nonstructural,V6B,Residential-HD,URMasonry,7.27807E-03,1.00000E-02
250,1.86232E+05,nonstructural,V6B,Residential-HD,URMasonry,2.82480E-02,4.00000E-03
500,4.16317E+05,nonstructural,V6B,Residential-HD,URMasonry,6.31476E-02,2.00000E-03
1000,7.92358E+05,nonstructural,V6B,Residential-HD,URMasonry,1.20186E-01,1.00000E-03
2500,1.51246E+06,nonstructural,V6B,Residential-HD,URMasonry,2.29412E-01,4.00000E-04
250,3.76564E-07,occupants,V6B,Residential-HD,URMasonry,3.95551E-08,4.00000E-03
500,3.42711E-05,occupants,V6B,Residential-HD,URMasonry,3.59991E-06,2.00000E-03
1000,3.98480E-04,occupants,V6B,Residential-HD,URMasonry,4.18571E-05,1.00000E-03
2500,3.59845E-03,occupants,V6B,Residential-HD,URMasonry,3.77988E-04,4.00000E-04
25,1.00124E+00,structural,V6B,Residential-HD,URMasonry,6.91854E-07,4.00000E-02
50,2.71324E+02,structural,V6B,Residential-HD,URMasonry,1.87483E-04,2.00000E-02
100,2.96321E+03,structural,V6B,Residential-HD,URMasonry,2.04756E-03,1.00000E-02
250,2.40098E+04,structural,V6B,Residential-HD,URMasonry,1.65906E-02,4.00000E-03
500,7.06613E+04,structural,V6B,Residential-HD,URMasonry,4.88265E-02,2.00000E-03
1000,1.56661E+05,structural,V6B,Residential-HD,URMasonry,1.08252E-01,1.00000E-03
2500,3.31931E+05,structural,V6B,Residential-HD,URMasonry,2.29362E-01,4.00000E-04
25,1.16127E-01,contents,V6B,Residential-HD,Concrete,1.39309E-07,4.00000E-02
50,8.53457E+00,contents,V6B,Residential-HD,Concrete,1.02382E-05,2.00000E-02
100,1.13569E+02,contents,V6B,Residential-HD,Concrete,1.36240E-04,1.00000E-02
250,1.44171E+03,contents,V6B,Residential-HD,Concrete,1.72951E-03,4.00000E-03
500,5.72501E+03,contents,V6B,Residential-HD,Concrete,6.86783E-03,2.00000E-03
1000,1.57349E+04,contents,V6B,Residential-HD,Concrete,1.88759E-02,1.00000E-03
2500,4.10786E+04,contents,V6B,Residential-HD,Concrete,4.92786E-02,4.00000E-04
25,1.07008E+01,nonstructural,V6B,Residential-HD,Concrete,1.12714E-06,4.00000E-02
50,1.32468E+03,nonstructural,V6B,Residential-HD,Concrete,1.39531E-04,2.00000E-02
100,7.88161E+03,nonstructural,V6B,Residential-HD,Concrete,8.30189E-04,1.00000E-02
250,4.00994E+04,nonstructural,V6B,Residential-HD,Concrete,4.22376E-03,4.00000E-03
500,1.03168E+05,nonstructural,V6B,Residential-HD,Concrete,1.08669E-02,2.00000E-03
1000,2.23166E+05,nonstructural,V6B,Residential-HD,Concrete,2.35066E-02,1.00000E-03
2500,5.00841E+05,nonstructural,V6B,Residential-HD,Concrete,5.27547E-02,4.00000E-04
100,6.06603E-06,occupants,V6B,Residential-HD,Concrete,4.16051E-07,1.00000E-02
250,2.33282E-04,occupants,V6B,Residential-HD,Concrete,1.60001E-05,4.00000E-03
500,1.40959E-03,occupants,V6B,Residential-HD,Concrete,9.66799E-05,2.00000E-03
1000,4.76611E-03,occupants,V6B,Residential-HD,Concrete,3.26893E-04,1.00000E-03
2500,1.39228E-02,occupants,V6B,Residential-HD,Concrete,9.54925E-04,4.00000E-04
25,2.82415E-01,structural,V6B,Residential-HD,Concrete,1.35516E-07,4.00000E-02
