#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-23T19:26:42', checksum=2938527266, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,fsauid,GenOcc,GenType,loss_ratio,annual_frequency_of_exceedence
50,1.58098E+03,contents,V6B,Residential-HD,URMasonry,2.73111E-03,2.00000E-02
100,5.66498E+03,contents,V6B,Residential-HD,URMasonry,9.78617E-03,1.00000E-02
250,1.50263E+04,contents,V6B,Residential-HD,URMasonry,2.59578E-02,4.00000E-03
500,2.63956E+04,contents,V6B,Residential-HD,URMasonry,4.55981E-02,2.00000E-03
1000,4.12193E+04,contents,V6B,Residential-HD,URMasonry,7.12056E-02,1.00000E-03
2500,6.16498E+04,contents,V6B,Residential-HD,URMasonry,1.06499E-01,4.00000E-04
50,7.39171E+03,nonstructural,V6B,Residential-HD,URMasonry,1.12119E-03,2.00000E-02
100,3.50313E+04,nonstructural,V6B,Residential-HD,URMasonry,5.31360E-03,1.00000E-02
250,1.51115E+05,nonstructural,V6B,Residential-HD,URMasonry,2.29214E-02,4.00000E-03
500,3.70405E+05,nonstructural,V6B,Residential-HD,URMasonry,5.61836E-02,2.00000E-03
1000,7.75025E+05,nonstructural,V6B,Residential-HD,URMasonry,1.17557E-01,1.00000E-03
2500,1.51332E+06,nonstructural,V6B,Residential-HD,URMasonry,2.29543E-01,4.00000E-04
500,2.35633E-05,occupants,V6B,Residential-HD,URMasonry,2.47514E-06,2.00000E-03
1000,3.40451E-04,occupants,V6B,Residential-HD,URMasonry,3.57617E-05,1.00000E-03
2500,3.11377E-03,occupants,V6B,Residential-HD,URMasonry,3.27077E-04,4.00000E-04
50,2.25593E+01,structural,V6B,Residential-HD,URMasonry,1.55883E-05,2.00000E-02
100,1.16177E+03,structural,V6B,Residential-HD,URMasonry,8.02777E-04,1.00000E-02
250,1.52778E+04,structural,V6B,Residential-HD,URMasonry,1.05568E-02,4.00000E-03
500,5.67932E+04,structural,V6B,Residential-HD,URMasonry,3.92437E-02,2.00000E-03
1000,1.48722E+05,structural,V6B,Residential-HD,URMasonry,1.02766E-01,1.00000E-03
2500,3.30105E+05,structural,V6B,Residential-HD,URMasonry,2.28101E-01,4.00000E-04
50,6.17280E+00,contents,V6B,Residential-HD,Concrete,7.40501E-06,2.00000E-02
100,8.11698E+01,contents,V6B,Residential-HD,Concrete,9.73728E-05,1.00000E-02
250,1.10494E+03,contents,V6B,Residential-HD,Concrete,1.32550E-03,4.00000E-03
500,4.62799E+03,contents,V6B,Residential-HD,Concrete,5.55182E-03,2.00000E-03
1000,1.31897E+04,contents,V6B,Residential-HD,Concrete,1.58226E-02,1.00000E-03
2500,4.15171E+04,contents,V6B,Residential-HD,Concrete,4.98047E-02,4.00000E-04
50,9.79619E+02,nonstructural,V6B,Residential-HD,Concrete,1.03186E-04,2.00000E-02
100,7.61561E+03,nonstructural,V6B,Residential-HD,Concrete,8.02170E-04,1.00000E-02
250,3.94321E+04,nonstructural,V6B,Residential-HD,Concrete,4.15348E-03,4.00000E-03
500,9.65022E+04,nonstructural,V6B,Residential-HD,Concrete,1.01648E-02,2.00000E-03
1000,2.02339E+05,nonstructural,V6B,Residential-HD,Concrete,2.13129E-02,1.00000E-03
2500,5.05605E+05,nonstructural,V6B,Residential-HD,Concrete,5.32566E-02,4.00000E-04
100,1.93960E-07,occupants,V6B,Residential-HD,Concrete,1.33031E-08,1.00000E-02
250,1.53964E-04,occupants,V6B,Residential-HD,Concrete,1.05599E-05,4.00000E-03
500,1.07832E-03,occupants,V6B,Residential-HD,Concrete,7.39585E-05,2.00000E-03
1000,3.86702E-03,occupants,V6B,Residential-HD,Concrete,2.65228E-04,1.00000E-03
2500,1.43900E-02,occupants,V6B,Residential-HD,Concrete,9.86967E-04,4.00000E-04
50,6.00674E+01,structural,V6B,Residential-HD,Concrete,2.88232E-05,2.00000E-02
100,1.40236E+03,structural,V6B,Residential-HD,Concrete,6.72919E-04,1.00000E-02
250,1.52783E+04,structural,V6B,Residential-HD,Concrete,7.33123E-03,4.00000E-03
500,4.77044E+04,structural,V6B,Residential-HD,Concrete,2.28909E-02,2.00000E-03
1000,1.08433E+05,structural,V6B,Residential-HD,Concrete,5.20314E-02,1.00000E-03
2500,2.53834E+05,structural,V6B,Residential-HD,Concrete,1.21802E-01,4.00000E-04
25,2.71981E+03,contents,V6B,Commercial,URMasonry,8.21273E-05,4.00000E-02
50,1.29736E+05,contents,V6B,Commercial,URMasonry,3.91752E-03,2.00000E-02
100,3.69245E+05,contents,V6B,Commercial,URMasonry,1.11497E-02,1.00000E-02
250,9.22013E+05,contents,V6B,Commercial,URMasonry,2.78411E-02,4.00000E-03
500,1.46910E+06,contents,V6B,Commercial,URMasonry,4.43609E-02,2.00000E-03
1000,2.12848E+06,contents,V6B,Commercial,URMasonry,6.42715E-02,1.00000E-03
2500,3.19776E+06,contents,V6B,Commercial,URMasonry,9.65594E-02,4.00000E-04
25,1.95140E+03,nonstructural,V6B,Commercial,URMasonry,3.25034E-05,4.00000E-02
50,1.17964E+05,nonstructural,V6B,Commercial,URMasonry,1.96487E-03,2.00000E-02
100,4.45178E+05,nonstructural,V6B,Commercial,URMasonry,7.41512E-03,1.00000E-02
250,1.80207E+06,nonstructural,V6B,Commercial,URMasonry,3.00162E-02,4.00000E-03
500,3.85534E+06,nonstructural,V6B,Commercial,URMasonry,6.42165E-02,2.00000E-03
1000,7.12141E+06,nonstructural,V6B,Commercial,URMasonry,1.18618E-01,1.00000E-03
2500,1.37845E+07,nonstructural,V6B,Commercial,URMasonry,2.29601E-01,4.00000E-04
250,5.03759E-03,occupants,V6B,Commercial,URMasonry,4.41952E-06,4.00000E-03
500,5.62939E-02,occupants,V6B,Commercial,URMasonry,4.93871E-05,2.00000E-03
1000,2.16663E-01,occupants,V6B,Commercial,URMasonry,1.90080E-04,1.00000E-03
2500,8.90418E-01,occupants,V6B,Commercial,URMasonry,7.81171E-04,4.00000E-04
50,7.42940E+03,structural,V6B,Commercial,URMasonry,2.01904E-04,2.00000E-02
100,8.04934E+04,structural,V6B,Commercial,URMasonry,2.18752E-03,1.00000E-02
250,6.82466E+05,structural,V6B,Commercial,URMasonry,1.85470E-02,4.00000E-03
500,1.89381E+06,structural,V6B,Commercial,URMasonry,5.14670E-02,2.00000E-03
1000,4.03535E+06,structural,V6B,Commercial,URMasonry,1.09666E-01,1.00000E-03
